name,director,company,genre,year,gross
Wanted,Timur Bekmambetov,Universal Pictures,Action,2008,134508551
Identity Thief,Seth Gordon,Aggregate Films,Comedy,2013,134506920
The Rock,Michael Bay,Hollywood Pictures,Action,1996,134069511
Mission: Impossible III,J.J. Abrams,Paramount Pictures,Action,2006,134029801
Grown Ups 2,Dennis Dugan,Columbia Pictures,Comedy,2013,133668525
Troy,Wolfgang Petersen,Warner Bros.,Drama,2004,133378256
Angels & Demons,Ron Howard,Columbia Pictures,Mystery,2009,133375846
Alvin and the Chipmunks: Chipwrecked,Mike Mitchell,Fox 2000 Pictures,Animation,2011,133110742
Bringing Down the House,Adam Shankman,Touchstone Pictures,Comedy,2003,132716677
The Wolverine,James Mangold,Twentieth Century Fox Film Corporation,Action,2013,132556852
The Departed,Martin Scorsese,Warner Bros.,Crime,2006,132384315
Hulk,Ang Lee,Universal Pictures,Action,2003,132177234
Silver Linings Playbook,David O. Russell,The Weinstein Company,Comedy,2012,132092958
Minority Report,Steven Spielberg,Twentieth Century Fox Film Corporation,Action,2002,132072926
Fantastic 4: Rise of the Silver Surfer,Tim Story,Twentieth Century Fox Film Corporation,Action,2007,131921738
The Last Airbender,M. Night Shyamalan,Paramount Pictures,Action,2010,131564731
Rio 2,Carlos Saldanha,Twentieth Century Fox Animation,Animation,2014,131538435
Lara Croft: Tomb Raider,Simon West,Paramount Pictures,Action,2001,131144183
The Silence of the Lambs,Jonathan Demme,Strong Heart/Demme Production,Crime,1991,130742922
Honey  I Shrunk the Kids,Joe Johnston,Buena Vista Pictures,Adventure,1989,130724172
The Flintstones,Brian Levant,Universal Pictures,Comedy,1994,130512915
Lethal Weapon 4,Richard Donner,Warner Bros.,Action,1998,130444603
Get Smart,Peter Segal,Warner Bros.,Action,2008,130319208
Insurgent,Robert Schwentke,Summit Entertainment,Action,2015,130179072
The Peanuts Movie,Steve Martino,Twentieth Century Fox Animation,Animation,2015,130178411
American Gangster,Ridley Scott,Universal Pictures,Biography,2007,130164645
American Beauty,Sam Mendes,DreamWorks,Drama,1999,130096601
The Ring,Gore Verbinski,DreamWorks,Horror,2002,129128133
The Nutty Professor,Tom Shadyac,Imagine Entertainment,Comedy,1996,128814019
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,Four by Two,Comedy,2006,128505958
Ghostbusters,Paul Feig,Columbia Pictures,Action,2016,128344089
Kingsman: The Secret Service,Matthew Vaughn,Twentieth Century Fox Film Corporation,Action,2014,128261724
Robots,Chris Wedge,Twentieth Century Fox Animation,Animation,2005,128200012
Coming to America,John Landis,Eddie Murphy Productions,Comedy,1988,128152300
Crouching Tiger  Hidden Dragon,Ang Lee,Asia Union Film & Entertainment Ltd.,Action,2000,128078872
Shutter Island,Martin Scorsese,Paramount Pictures,Mystery,2010,128012934
Into the Woods,Rob Marshall,Lucamar Productions,Adventure,2014,128002372
Enchanted,Kevin Lima,Walt Disney Pictures,Animation,2007,127807262
The Curious Case of Benjamin Button,David Fincher,Warner Bros.,Drama,2008,127509326
Central Intelligence,Rawson Marshall Thurber,New Line Cinema,Action,2016,127440871
Anchorman 2: The Legend Continues,Adam McKay,Paramount Pictures,Comedy,2013,127352707
Sweet Home Alabama,Andy Tennant,Touchstone Pictures,Comedy,2002,127223418
Dumb and Dumber,Peter Farrelly,New Line Cinema,Comedy,1994,127175354
2 Fast 2 Furious,John Singleton,Universal Pictures,Action,2003,127154901
My Best Friend's Wedding,P.J. Hogan,TriStar Pictures,Comedy,1997,127120029
Super 8,J.J. Abrams,Paramount Pictures,Mystery,2011,127004179
The World Is Not Enough,Michael Apted,Danjaq,Action,1999,126943684
Lucy,Luc Besson,EuropaCorp,Action,2014,126663600
The Legend of Tarzan,David Yates,Warner Bros. Pictures,Action,2016,126643061
Bee Movie,Simon J. Smith,DreamWorks Animation,Animation,2007,126631277
Sleepless in Seattle,Nora Ephron,TriStar Pictures,Comedy,1993,126533006
Prometheus,Ridley Scott,Twentieth Century Fox Film Corporation,Adventure,2012,126477084
Protegiendo al enemigo,Daniel Espinosa,Universal Pictures,Action,2012,126373434
Mr. Deeds,Steven Brill,Columbia Pictures Corporation,Comedy,2002,126293452
The Truman Show,Peter Weir,Paramount Pictures,Comedy,1998,125618201
Erin Brockovich,Steven Soderbergh,Universal Pictures,Biography,2000,125595205
Ocean's Twelve,Steven Soderbergh,Warner Bros.,Crime,2004,125544280
Tomorrow Never Dies,Roger Spottiswoode,Eon Productions,Action,1997,125332007
Terminator Salvation,McG,Halcyon Company  The,Action,2009,125322469
Charlie's Angels,McG,Columbia Pictures Corporation,Action,2000,125305545
Lone Survivor,Peter Berg,Film 44,Action,2013,125095601
Sully,Clint Eastwood,Flashlight Films,Biography,2016,125070033
The Vow,Michael Sucsy,Screen Gems,Drama,2012,125014030
Life of Pi,Ang Lee,Fox 2000 Pictures,Adventure,2012,124987023
The Fault in Our Stars,Josh Boone,Fox 2000 Pictures,Drama,2014,124872350
Cloudy with a Chance of Meatballs,Phil Lord,Columbia Pictures,Animation,2009,124870275
The Devil Wears Prada,David Frankel,Fox 2000 Pictures,Comedy,2006,124740460
Something's Gotta Give,Nancy Meyers,Columbia Pictures Corporation,Comedy,2003,124728738
Traffic,Steven Soderbergh,Bedford Falls Company  The,Crime,2000,124115725
The Birdcage,Mike Nichols,United Artists,Comedy,1996,124060553
City Slickers,Ron Underwood,Castle Rock Entertainment,Comedy,1991,124033791
Good Morning  Vietnam,Barry Levinson,Touchstone Pictures,Biography,1987,123922370
Rango,Gore Verbinski,Paramount Pictures,Animation,2011,123477607
Nutty Professor II: The Klumps,Peter Segal,Universal Pictures,Comedy,2000,123309890
The Good Dinosaur,Peter Sohn,Pixar Animation Studios,Animation,2015,123087120
G.I. Joe: Retaliation,Jon M. Chu,Paramount Pictures,Action,2013,122523060
Clear and Present Danger,Phillip Noyce,Mace Neufeld Productions,Action,1994,122187717
The Hunt for Red October,John McTiernan,Paramount Pictures,Action,1990,122012643
The Bodyguard,Mick Jackson,Kasdan Pictures,Action,1992,121945720
Wayne's World,Penelope Spheeris,Paramount Pictures,Comedy,1992,121697350
The Bourne Identity,Doug Liman,Universal Pictures,Action,2002,121661683
Superbad,Greg Mottola,Columbia Pictures,Comedy,2007,121463226
Speed,Jan de Bont,The Mark Gordon Company,Action,1994,121248145
50 First Dates,Peter Segal,Columbia Pictures Corporation,Comedy,2004,120908074
Mulan,Tony Bancroft,Walt Disney Feature Animation Florida,Animation,1998,120620254
Inglourious Basterds,Quentin Tarantino,Universal Pictures,Adventure,2009,120540719
Seabiscuit,Gary Ross,Universal Pictures,Drama,2003,120277854
Van Helsing,Stephen Sommers,Universal Pictures,Action,2004,120177084
Ni en tu casa ni en la mía,Seth Gordon,New Line Cinema,Comedy,2008,120146040
I Now Pronounce You Chuck & Larry,Dennis Dugan,Universal Pictures,Comedy,2007,120059556
The Mask,Chuck Russell,New Line Cinema,Comedy,1994,119938730
Cloudy with a Chance of Meatballs 2,Cody Cameron,Columbia Pictures,Animation,2013,119793567
Hook,Steven Spielberg,Amblin Entertainment,Adventure,1991,119654823
Walk the Line,James Mangold,Fox 2000 Pictures,Biography,2005,119519402
G-Force,Hoyt Yeatman,Jerry Bruckheimer Films,Animation,2009,119436770
El vengador del futuro,Paul Verhoeven,Carolco Pictures,Action,1990,119394840
The Other Guys,Adam McKay,Columbia Pictures,Action,2010,119219978
The Sum of All Fears,Phil Alden Robinson,Paramount Pictures,Action,2002,118907036
Hairspray,Adam Shankman,New Line Cinema,Comedy,2007,118871849
The Break-Up,Peyton Reed,Universal Pictures,Comedy,2006,118703275
A Series of Unfortunate Events,Brad Silberling,Paramount Pictures,Adventure,2004,118627117
Blades of Glory,Josh Gordon,DreamWorks,Comedy,2007,118594548
Back to the Future Part II,Robert Zemeckis,Universal Pictures,Adventure,1989,118500000
Salt,Phillip Noyce,Columbia Pictures,Action,2010,118311368
Bajos instintos,Paul Verhoeven,Carolco Pictures,Drama,1992,117727000
Now You See Me,Louis Leterrier,Summit Entertainment,Crime,2013,117723989
Big Momma's House,Raja Gosnell,Twentieth Century Fox Film Corporation,Action,2000,117559438
Die Hard 2,Renny Harlin,Twentieth Century Fox Film Corporation,Action,1990,117540947
Horrible Bosses,Seth Gordon,New Line Cinema,Comedy,2011,117538559
Ocean's Thirteen,Steven Soderbergh,Warner Bros.,Crime,2007,117154724
S.W.A.T.,Clark Johnson,Columbia Pictures Corporation,Action,2003,116934650
The Wolf of Wall Street,Martin Scorsese,Red Granite Pictures,Biography,2013,116900694
Double Jeopardy,Bruce Beresford,Paramount Pictures,Crime,1999,116741558
8 Mile,Curtis Hanson,Imagine Entertainment,Drama,2002,116724075
Lee Daniels' The Butler,Lee Daniels,Follow Through Productions,Biography,2013,116632095
Green Lantern,Martin Campbell,Warner Bros.,Action,2011,116601172
Notting Hill,Roger Michell,Polygram Filmed Entertainment,Comedy,1999,116089678
You've Got Mail,Nora Ephron,Warner Bros.,Comedy,1998,115821495
Ghost Rider,Mark Steven Johnson,Columbia Pictures Corporation,Action,2007,115802596
Remember the Titans,Boaz Yakin,Jerry Bruckheimer Films,Biography,2000,115654751
Sector 9,Neill Blomkamp,TriStar Pictures,Sci-Fi,2009,115646235
Unbroken,Angelina Jolie,3 Arts Entertainment,Biography,2014,115637895
The Karate Kid Part II,John G. Avildsen,Columbia Pictures Corporation,Action,1986,115103979
Big,Penny Marshall,American Entertainment Partners II L.P.,Comedy,1988,114968774
Dodgeball: A True Underdog Story,Rawson Marshall Thurber,Twentieth Century Fox Film Corporation,Comedy,2004,114326736
The Village,M. Night Shyamalan,Touchstone Pictures,Drama,2004,114197520
Bolt,Byron Howard,Walt Disney Animation Studios,Animation,2008,114053579
Wild Wild West,Barry Sonnenfeld,Peters Entertainment,Action,1999,113805681
Night at the Museum: Secret of the Tomb,Shawn Levy,Twentieth Century Fox Film Corporation,Adventure,2014,113746621
Magic Mike,Steven Soderbergh,Iron Horse Entertainment (II),Comedy,2012,113721571
The Addams Family,Barry Sonnenfeld,Metro-Goldwyn-Mayer (MGM),Comedy,1991,113502000
The Patriot,Roland Emmerich,Columbia Pictures Corporation,Action,2000,113330342
Bad Moms,Jon Lucas,STX Entertainment,Comedy,2016,113257297
The Bourne Legacy,Tony Gilroy,Universal Pictures,Action,2012,113203870
The Pacifier,Adam Shankman,Walt Disney Pictures,Action,2005,113086868
Dr. Dolittle 2,Steve Carr,Twentieth Century Fox Film Corporation,Comedy,2001,112952899
It's Complicated,Nancy Meyers,Universal Pictures,Comedy,2009,112735375
Spy Kids,Robert Rodriguez,Dimension Films,Action,2001,112719001
Ghostbusters II,Ivan Reitman,Columbia Pictures Corporation,Action,1989,112494738
Face/Off,John Woo,Permut Presentations,Action,1997,112225777
The Hangover Part III,Todd Phillips,Green Hat Films,Comedy,2013,112200072
Twins,Ivan Reitman,Universal Pictures,Comedy,1988,111936400
Spy Kids 3: Game Over,Robert Rodriguez,Dimension Films,Action,2003,111761982
Enemy of the State,Tony Scott,Touchstone Pictures,Action,1998,111549836
The Little Mermaid,Ron Clements,Walt Disney Pictures,Animation,1989,111543479
Mr. Peabody & Sherman,Rob Minkoff,Bullwinkle Studios,Animation,2014,111506430
The Last Samurai,Edward Zwick,Warner Bros.,Action,2003,111110575
Spy,Paul Feig,Twentieth Century Fox Film Corporation,Action,2015,110825712
Tropic Thunder,Ben Stiller,DreamWorks,Action,2008,110515313
Valentine's Day,Garry Marshall,New Line Cinema,Comedy,2010,110485654
The Grudge,Takashi Shimizu,Columbia Pictures,Horror,2004,110359362
Fun with Dick and Jane,Dean Parisot,Columbia Pictures Corporation,Comedy,2005,110332737
Freaky Friday,Mark Waters,Casual Friday Productions,Comedy,2003,110230332
Esta chica es un desastre,Judd Apatow,Universal Pictures,Comedy,2015,110212700
Bedtime Stories,Adam Shankman,Walt Disney Pictures,Comedy,2008,110101975
Scary Movie 3,David Zucker,Dimension Films,Comedy,2003,110003217
Creed,Ryan Coogler,Metro-Goldwyn-Mayer (MGM),Drama,2015,109767581
Star Trek IV: The Voyage Home,Leonard Nimoy,Paramount Pictures,Adventure,1986,109713132
The 40-Year-Old Virgin,Judd Apatow,Universal Pictures,Comedy,2005,109449237
Crocodile Dundee II,John Cornell,Paramount Pictures,Action,1988,109305000
Couples Retreat,Peter Billingsley,Universal Pictures,Comedy,2009,109205660
A Time to Kill,Joel Schumacher,Regency Enterprises,Crime,1996,108766007
Black Hawk Down,Ridley Scott,Revolution Studios,Drama,2001,108638745
Ace Ventura: When Nature Calls,Steve Oedekerk,Morgan Creek Productions,Adventure,1995,108385533
The Princess Diaries,Garry Marshall,Walt Disney Pictures,Comedy,2001,108248956
Hop,Tim Hill,Universal Pictures,Animation,2011,108085305
Pulp Fiction,Quentin Tarantino,Miramax,Crime,1994,107928762
Paranormal Activity,Oren Peli,Solana Films,Horror,2007,107918810
A League of Their Own,Penny Marshall,Columbia Pictures Corporation,Comedy,1992,107533928
Epic,Chris Wedge,Twentieth Century Fox Animation,Animation,2013,107518682
Watchmen,Zack Snyder,Warner Bros.,Action,2009,107509799
The Angry Birds Movie,Clay Kaytis,Columbia Pictures,Animation,2016,107509366
Batman & Robin,Joel Schumacher,Warner Bros.,Action,1997,107325195
Captain Phillips,Paul Greengrass,Scott Rudin Productions,Biography,2013,107100855
Black Swan,Darren Aronofsky,Fox Searchlight Pictures,Drama,2010,106954678
Analyze This,Harold Ramis,Village Roadshow Pictures,Comedy,1999,106885658
Chicken Run,Peter Lord,Aardman Animations,Animation,2000,106834564
Miss Congeniality,Donald Petrie,Castle Rock Entertainment,Action,2000,106807667
Indecent Proposal,Adrian Lyne,Paramount Pictures,Drama,1993,106614100
GoldenEye,Martin Campbell,Eon Productions,Action,1995,106600000
Driving Miss Daisy,Bruce Beresford,Zanuck Company  The,Drama,1989,106593296
300: Rise of an Empire,Noam Murro,Warner Bros.,Action,2014,106580051
The Italian Job,F. Gary Gray,Paramount Pictures,Action,2003,106128601
How to Lose a Guy in 10 Days,Donald Petrie,Lynda Obst Productions,Comedy,2003,105813373
The First Wives Club,Hugh Wilson,Paramount Pictures,Comedy,1996,105489203
Robin Hood,Ridley Scott,Universal Pictures,Action,2010,105269730
Interview with the Vampire: The Vampire Chronicles,Neil Jordan,Geffen Pictures,Drama,1994,105264608
George of the Jungle,Sam Weisman,Walt Disney Pictures,Action,1997,105263257
Phenomenon,Jon Turteltaub,Touchstone Pictures,Drama,1996,104636382
American Wedding,Jesse Dylan,Universal Pictures,Comedy,2003,104565114
Road to Perdition,Sam Mendes,DreamWorks,Crime,2002,104454762
The Princess and the Frog,Ron Clements,Walt Disney Animation Studios,Animation,2009,104400899
The Chronicles of Narnia: The Voyage of the Dawn Treader,Michael Apted,Fox 2000 Pictures,Adventure,2010,104386950
Daddy Day Care,Steve Carr,Revolution Studios,Comedy,2003,104297061
Paranormal Activity 3,Henry Joost,Paramount Pictures,Horror,2011,104007828
Journey 2: The Mysterious Island,Brad Peyton,New Line Cinema,Action,2012,103860290
Dick Tracy,Warren Beatty,Touchstone Pictures,Action,1990,103738726
Rise of the Guardians,Peter Ramsey,DreamWorks Animation,Animation,2012,103412758
Dreamgirls,Bill Condon,DreamWorks,Drama,2006,103365956
Independence Day: Resurgence,Roland Emmerich,Twentieth Century Fox Film Corporation,Action,2016,103144286
The Expendables,Sylvester Stallone,Millennium Films,Action,2010,103068524
Scream,Wes Craven,Dimension Films,Horror,1996,103046663
Just Go with It,Dennis Dugan,Columbia Pictures,Comedy,2011,103028109
The General's Daughter,Simon West,Paramount Pictures,Crime,1999,102705852
El aviador,Martin Scorsese,Forward Pass,Biography,2004,102608827
American Pie,Paul Weitz,Universal Pictures,Comedy,1999,102561004
The Girl with the Dragon Tattoo,David Fincher,Columbia Pictures,Crime,2011,102515793
The Mummy: Tomb of the Dragon Emperor,Rob Cohen,Universal Pictures,Action,2008,102491776
The Conjuring 2,James Wan,New Line Cinema,Horror,2016,102470008
The Maze Runner,Wes Ball,Twentieth Century Fox Film Corporation,Action,2014,102427862
In the Line of Fire,Wolfgang Petersen,Columbia Pictures Corporation,Action,1993,102314283
Bad Grandpa,Jeff Tremaine,Dickhouse Productions,Comedy,2013,102003019
Pacific Rim,Guillermo del Toro,Warner Bros.,Action,2013,101802906
Journey to the Center of the Earth,Eric Brevig,New Line Cinema,Action,2008,101704370
Gone in Sixty Seconds,Dominic Sena,Touchstone Pictures,Action,2000,101648571
Maverick,Richard Donner,Donner/Shuler-Donner Productions,Action,1994,101631272
Sleeping with the Enemy,Joseph Ruben,Twentieth Century Fox Film Corporation,Drama,1991,101599005
The Equalizer,Antoine Fuqua,Columbia Pictures,Action,2014,101530738
This Is the End,Evan Goldberg,Columbia Pictures,Comedy,2013,101470202
Scream 2,Wes Craven,Dimension Films,Horror,1997,101363301
Eraser,Chuck Russell,Kopelson Entertainment,Action,1996,101295562
The Prince of Egypt,Brenda Chapman,DreamWorks Animation,Animation,1998,101217900
Noah,Darren Aronofsky,Paramount Pictures,Action,2014,101200044
Unforgiven,Clint Eastwood,Warner Bros.,Drama,1992,101157447
The Cat in the Hat,Bo Welch,Universal Pictures,Adventure,2003,101149285
Con Air,Simon West,Touchstone Pictures,Action,1997,101117573
Eagle Eye,D.J. Caruso,DreamWorks,Action,2008,101111837
Sleepy Hollow,Tim Burton,Paramount Pictures,Fantasy,1999,101071502
Collateral,Michael Mann,Paramount Pictures,Crime,2004,101005703
Contact,Robert Zemeckis,Warner Bros.,Drama,1997,100920329
Charlie's Angels: Full Throttle,McG,Columbia Pictures Corporation,Action,2003,100830111
The Pelican Brief,Alan J. Pakula,Warner Bros.,Crime,1993,100768056
Vanilla Sky,Cameron Crowe,Paramount Pictures,Fantasy,2001,100614858
Arrival,Denis Villeneuve,Lava Bear Films,Drama,2016,100546139
Due Date,Todd Phillips,Warner Bros.,Comedy,2010,100539043
The Rugrats Movie,Igor Kovalyov,Paramount Pictures,Animation,1998,100494675
Million Dollar Baby,Clint Eastwood,Warner Bros.,Drama,2004,100492203
Jumanji,Joe Johnston,TriStar Pictures,Action,1995,100475249
Step Brothers,Adam McKay,Columbia Pictures,Comedy,2008,100468793
